congress_id,session_id,vote,vote_url,result,question_description,reference_array,issue,issue_url,date
110,2,215 (52-35),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00215,Rejected,On the Cloture Motion: Motion to Invoke Cloture on the Motion to Proceed to Consider H.R. 7005.; A bill to amend the Internal Revenue Code of 1986 to provide alternative minimum tax relief for individuals for 2008.,[],H.R. 7005,http://hdl.loc.gov/loc.uscongress/legislation.110hr7005,Dec 11
110,2,214 (89-6),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00214,Agreed to,On the Cloture Motion: Motion to Invoke Cloture on the Motion to Proceed to H.R. 6867; A bill to provide for additional emergency unemployment compensation.,[],H.R. 6867,http://hdl.loc.gov/loc.uscongress/legislation.110hr6867,Nov 20
110,2,213 (74-25),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00213,Passed,"On Passage of the Bill: H. R. 1424 As Amended; A bill to provide authority for the Federal Government to purchase and insure certain types of troubled assets for the purposes of providing stability to and preventing disruption in the economy and financial system and protecting taxpayers, to amend the Internal Revenue Code of 1986 to provide incentives for energy production and conservation, to extend certain expiring provisions, to provide individual income tax relief, and for other purposes.",[],H.R. 1424,http://hdl.loc.gov/loc.uscongress/legislation.110hr1424,Oct 01
110,2,212 (74-25),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00212,Agreed to,On the Amendment S.Amdt. 5685: Dodd Amdt. No. 5685; In the nature of a substitute.,"[[""S.Amdt. 5685"", ""http://hdl.loc.gov/loc.uscongress/legislation.110samdt5685""]]",H.R. 1424,http://hdl.loc.gov/loc.uscongress/legislation.110hr1424,Oct 01
110,2,211 (86-13),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00211,Passed,"On Passage of the Bill: H.R. 7081; A bill to approve the United States-India Agreement for Cooperation on Peaceful Uses of Nuclear Energy, and for other purposes.",[],H.R. 7081,http://hdl.loc.gov/loc.uscongress/legislation.110hr7081,Oct 01
110,2,210 (74-24),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00210,Agreed to,"On the Motion: Motion to Concur in the House Amdt. To the Senate Amdt. to H.R. 2095; A bill to amend title 49, United States Code, to prevent railroad fatalities, injuries, and hazardous materials releases, to authorize the Federal Railroad Safety Administration, and for other purposes.",[],H.R. 2095,http://hdl.loc.gov/loc.uscongress/legislation.110hr2095,Oct 01
110,2,209 (69-17),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00209,Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on the Motion to Concur in the House Amdt. to the Senate Amdt. to H.R. 2095; A bill to amend title 49, United States Code, to prevent railroad fatalities, injuries, and hazardous materials releases, to authorize the Federal Railroad Safety Administration, and for other purposes.",[],H.R. 2095,http://hdl.loc.gov/loc.uscongress/legislation.110hr2095,Sep 29
110,2,208 (78-12),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00208,Agreed to,"On the Motion: Motion to Concur in the House Amendment to the Senate Amendment to H.R.2638; A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2008, and for other purposes.",[],H.R. 2638,http://hdl.loc.gov/loc.uscongress/legislation.110hr2638,Sep 27
110,2,207 (83-12),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00207,Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on the Motion to Concur in the House Amdt. to the Senate Amdt. to H.R.2638; A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2008, and for other purposes.",[],H.R. 2638,http://hdl.loc.gov/loc.uscongress/legislation.110hr2638,Sep 27
110,2,206 (52-42),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00206,Rejected,"On the Motion to Proceed: Motion to Proceed to Consider S.3604; A bill making emergency supplemental appropriations for economic recovery for the fiscal year ending September 30, 2008, and for other purposes.",[],S. 3604,http://hdl.loc.gov/loc.uscongress/legislation.110s3604,Sep 26
