congress_id,session_id,vote,vote_url,result,question_description,reference_array,issue,issue_url,date
109,2,279 (79-9),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00279,Agreed to,"On the Motion: Motion to Concur in the House Amendment to the Senate Amendment to H.R. 6111; An act to amend the Internal Revenue Code of 1986 to extend expiring provisions, and for other purposes.",[],H.R. 6111,http://hdl.loc.gov/loc.uscongress/legislation.109hr6111,Dec 09
109,2,278 (78-10),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00278,Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on the Motion to Concur in the House Amdt. to Senate Amdt. to H.R. 6111; An act to amend the Internal Revenue Code of 1986 to extend expiring provisions, and for other purposes.",[],H.R. 6111,http://hdl.loc.gov/loc.uscongress/legislation.109hr6111,Dec 09
109,2,277 (67-21),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00277,Agreed to,"On the Motion: Motion to Waive CBA Re: Motion to Concur in House Amendment to the Senate Amendment to H.R.6111.; An act to amend the Internal Revenue Code of 1986 to extend expiring provisions, and for other purposes.",[],H.R. 6111,http://hdl.loc.gov/loc.uscongress/legislation.109hr6111,Dec 09
109,2,276 (91-0),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00276,Confirmed,On the Nomination: Confirmation Kent A. Jordan of Delaware to be U.S. Circuit Judge,[],PN1746,https://www.congress.gov/nomination/109th-congress/1746,Dec 08
109,2,275 (93-0),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00275,Agreed to,On the Cloture Motion: Motion to Invoke Cloture on the Nomination of Kent A. Jordan of Delaware to be U.S. Circuit Judge,[],PN1746,https://www.congress.gov/nomination/109th-congress/1746,Dec 08
109,2,274 (80-11),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00274,Confirmed,"On the Nomination: Confirmation Andrew von Eschenbach, of Texas, to be Commissioner of Food and Drugs",[],PN1396,https://www.congress.gov/nomination/109th-congress/1396,Dec 07
109,2,273 (89-6),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00273,Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on the Nomination of Andrew von Eschenbach, of Texas, to be Commissioner of Food and Drugs",[],PN1396,https://www.congress.gov/nomination/109th-congress/1396,Dec 07
109,2,272 (95-2),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00272,Confirmed,"On the Nomination: Confirmation: Robert M. Gates, of Texas, to be Secretary of Defense",[],PN2191,https://www.congress.gov/nomination/109th-congress/2191,Dec 06
109,2,271 (56-38),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00271,Rejected,"On the Motion S.Amdt. 5205: Motion to Waive CBA ""Emergency Designation"" Re: Conrad Amdt. No. 5205; To provide emergency agricultural disaster assistance.","[[""S.Amdt. 5205"", ""http://hdl.loc.gov/loc.uscongress/legislation.109samdt5205""]]",H.R. 5384,http://hdl.loc.gov/loc.uscongress/legislation.109hr5384,Dec 05
109,2,270 (85-12),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00270,Passed,On Passage of the Bill: H.R. 5682 As Amended; A bill to exempt from certain requirements of the Atomic Energy Act of 1954 a proposed nuclear agreement for cooperation with India.,[],H.R. 5682,http://hdl.loc.gov/loc.uscongress/legislation.109hr5682,Nov 16
109,2,269 (38-59),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00269,Rejected,"On the Amendment S.Amdt. 5187: Boxer Amdt. No. 5187; To make the waiver authority of the President contingent upon a certification that India has agreed to suspend military-to-military cooperation with Iran, including training exercises, until such time as Iran is no longer designated as a state sponsor of terrorism.","[[""S.Amdt. 5187"", ""http://hdl.loc.gov/loc.uscongress/legislation.109samdt5187""]]",S. 3709,http://hdl.loc.gov/loc.uscongress/legislation.109s3709,Nov 16
109,2,268 (25-71),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00268,Rejected,"On the Amendment S.Amdt. 5183: Feingold Amdt. No. 5183; To require as a precondition to United States-India peaceful atomic energy cooperation determinations by the President that United States nuclear cooperation with India does nothing to assist, encourage, or induce India to manufacture or acquire nuclear weapons or other nuclear explosive devices.","[[""S.Amdt. 5183"", ""http://hdl.loc.gov/loc.uscongress/legislation.109samdt5183""]]",S. 3709,http://hdl.loc.gov/loc.uscongress/legislation.109s3709,Nov 16
109,2,267 (27-71),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00267,Rejected,On the Amendment S.Amdt. 5181: Ensign Amdt. No. 5181; To ensure that IAEA inspection equipment is not used for espionage purposes.,"[[""S.Amdt. 5181"", ""http://hdl.loc.gov/loc.uscongress/legislation.109samdt5181""]]",S. 3709,http://hdl.loc.gov/loc.uscongress/legislation.109s3709,Nov 16
109,2,266 (27-71),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00266,Rejected,On the Amendment S.Amdt. 5178: Dorgan Amdt. No. 5178 As Modified; To declare that it is the policy of the United States to continue to support implementation of United Nations Security Council Resolution 1172 (1998).,"[[""S.Amdt. 5178"", ""http://hdl.loc.gov/loc.uscongress/legislation.109samdt5178""]]",S. 3709,http://hdl.loc.gov/loc.uscongress/legislation.109s3709,Nov 16
109,2,265 (26-73),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00265,Rejected,On the Amendment S.Amdt. 5174: Bingaman Amdt. No. 5174; To limit the waiver authority of the President.,"[[""S.Amdt. 5174"", ""http://hdl.loc.gov/loc.uscongress/legislation.109samdt5174""]]",S. 3709,http://hdl.loc.gov/loc.uscongress/legislation.109s3709,Nov 16
109,2,264 (95-1),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00264,Agreed to,"On the Motion: Motion to Instruct Sgt. At Arms; An act making appropriations for Military Construction and Veterans Affairs, and Related Agencies for the fiscal year ending September 30, 2007, and for other purposes.",[],H.R. 5385,http://hdl.loc.gov/loc.uscongress/legislation.109hr5385,Nov 14
109,2,263 (57-42),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00263,Rejected,"On the Cloture Motion: Motion to Invoke Cloture on the Motion to Concur in House Amendment to S.403; A bill to amend title 18, United States Code, to prohibit taking minors across State lines in circumvention of laws requiring the involvement of parents in abortion decisions.",[],S. 403,http://hdl.loc.gov/loc.uscongress/legislation.109s403,Sep 29
109,2,262 (80-19),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00262,Passed,On Passage of the Bill: H.R. 6061; A bill to establish operational control over the international land and maritime borders of the United States.,[],H.R. 6061,http://hdl.loc.gov/loc.uscongress/legislation.109hr6061,Sep 29
109,2,261 (100-0),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00261,Agreed to,"On the Conference Report: H.R.5631 Conference Report; A bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2007, and for other purposes.",[],H.R. 5631,http://hdl.loc.gov/loc.uscongress/legislation.109hr5631,Sep 29
109,2,260 (71-28),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00260,Agreed to,On the Cloture Motion: Motion to Invoke Cloture on H.R. 6061; A bill to establish operational control over the international land and maritime borders of the United States.,[],H.R. 6061,http://hdl.loc.gov/loc.uscongress/legislation.109hr6061,Sep 28
