congress_id,session_id,vote,vote_url,result,question_description,reference_issue,reference_issue_url,issue,issue_url,date
110,1,441 (76-17),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=1&vote=00441,Agreed to,"On the Motion: Reid Motion to Concur in House Amdt. No. 1 to Senate Amdt. to H.R. 2764; A bill making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2008, and for other purposes.","",,H.R. 2764,http://hdl.loc.gov/loc.uscongress/legislation.110hr2764,Dec 18
110,1,439 (70-25),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=1&vote=00439,Agreed to,"On the Motion: McConnell Motion to Concur in House Amdt. No. 2 to the Senate Amdt. to H.R. 2764, with an Amdt. No. 3874; A bill making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2008, and for other purposes.","",,H.R. 2764,http://hdl.loc.gov/loc.uscongress/legislation.110hr2764,Dec 18
110,1,435 (76-10),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=1&vote=00435,Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on the Motion to Proceed to Consider S. 2248; An original bill to amend the Foreign Intelligence Surveillance Act of 1978, to modernize and streamline the provisions of that Act, and for other purposes.","",,S. 2248,http://hdl.loc.gov/loc.uscongress/legislation.110s2248,Dec 17
110,1,433 (90-3),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=1&vote=00433,Agreed to,"On the Conference Report: H.R. 1585 Conference Report; To authorize appropriations for fiscal year 2008 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.","",,H.R. 1585,http://hdl.loc.gov/loc.uscongress/legislation.110hr1585,Dec 14
110,1,431 (78-12),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=1&vote=00431,Agreed to,On the Cloture Motion S.Amdt. 3500: Motion to Invoke Cloture on the Harkin Amdt. No. 3500 to H.R. 2419; In the nature of a substitute.,S.Amdt. 3500,http://hdl.loc.gov/loc.uscongress/legislation.110samdt3500,H.R. 2419,http://hdl.loc.gov/loc.uscongress/legislation.110hr2419,Dec 13
110,1,430 (86-8),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=1&vote=00430,Agreed to,"On the Motion: Motion to Concur in the Amendment of the House to the Amendment of the Senate to the Text of H.R. 6, with an Amendment; A bill to reduce our Nation's dependency on foreign oil by investing in clean, renewable, and alternative energy resources, promoting new emerging energy technologies, developing greater efficiency, and creating a Strategic Energy Efficiency and Renewables Reserve to invest in alternative energy, and for other purposes.","",,H.R. 6,http://hdl.loc.gov/loc.uscongress/legislation.110hr6,Dec 13
110,1,409 (95-0),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=1&vote=00409,Agreed to,"On the Conference Report: H.R.1429 Conference Report; A bill to reauthorize the Head Start Act, to improve program quality, to expand access, and for other purposes.","",,H.R. 1429,http://hdl.loc.gov/loc.uscongress/legislation.110hr1429,Nov 14
110,1,405 (56-37),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=1&vote=00405,Agreed to,"On the Motion: Motion to Recede and Amend the Bill; A bill making appropriations for the Departments of Labor, Health and Human Services, and Education, and related agencies for the fiscal year ending September 30, 2008, and for other purposes.","",,H.R. 3043,http://hdl.loc.gov/loc.uscongress/legislation.110hr3043,Nov 07
110,1,402 (65-30),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=1&vote=00402,Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on H.R.3963; A bill to amend title XXI of the Social Security Act to extend and improve the Children's Health Insurance Program, and for other purposes.","",,H.R. 3963,http://hdl.loc.gov/loc.uscongress/legislation.110hr3963,Nov 01
110,1,401 (62-33),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=1&vote=00401,Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on the Motion to Proceed to Consider H.R.3963; A bill to amend title XXI of the Social Security Act to extend and improve the Children's Health Insurance Program, and for other purposes.","",,H.R. 3963,http://hdl.loc.gov/loc.uscongress/legislation.110hr3963,Oct 31
