congress_id,session_id,vote,vote_url,result,question_description,reference_array,issue,issue_url,date
104,1,613 (52-47),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00613,Agreed to,"On the Conference Report: Conference Report to accompany H.R. 4; A bill to restore the American family, reduce illegitimacy, control welfare spending and reduce welfare dependence.",[],H.R. 4,http://hdl.loc.gov/loc.uscongress/legislation.104hr4,Dec 22
104,1,612 (68-30),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00612,Veto Overridden,"On Overriding the Veto: H.R.1058 passage over veto; A bill to reform Federal securities litigation, and for other purposes.",[],H.R. 1058,http://hdl.loc.gov/loc.uscongress/legislation.104hr1058,Dec 22
104,1,611 (94-0),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00611,Passed,On the Joint Resolution: H.J.Res. 132; A joint resolution affirming that budget negotiations shall be based on the most recent technical and economic assumptions of the Congressional Budget Office and shall achieve a balanced budget by fiscal year 2002 based on those assumptions.,[],H.J.Res. 132,http://hdl.loc.gov/loc.uscongress/legislation.104hjres132,Dec 21
104,1,610 (51-45),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00610,Agreed to,"On the Resolution: S.Res.199 As Amended; An original resolution directing the Senate Legal Counsel to bring a civil action to enforce a subpoena of the Special Committee to Investigate Whitewater Development Corporation and Related Matters to William H. Kennedy, III.",[],S.Res. 199,http://hdl.loc.gov/loc.uscongress/legislation.104sres199,Dec 20
104,1,609 (45-51),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00609,Rejected,"On the Amendment S.Amdt. 3104: Sarbanes Amendment No.3104; To direct the Special Committee to exhaust all available avenues of negotiation, cooperation, or other joint activity in order to obtain the notes of former White House Associate Counsel William H. Kennedy, III.","[[""S.Amdt. 3104"", ""http://hdl.loc.gov/loc.uscongress/legislation.104samdt3104""]]",S.Res. 199,http://hdl.loc.gov/loc.uscongress/legislation.104sres199,Dec 20
104,1,608 (51-43),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00608,Agreed to,"On the Conference Report: h.r.1530 Conference Report; A bill to authorize appropriations for fiscal year 1996 for military activities of the Department of Defense, to prescribe military personnel strengths for fiscal year 1996, and for other purposes.",[],H.R. 1530,http://hdl.loc.gov/loc.uscongress/legislation.104hr1530,Dec 19
104,1,607 (66-23),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00607,Agreed to,"On the Motion to Proceed: MOTION TO PROCEED TO THE CONFERENCE REPORT, H.R.1530; A bill to authorize appropriations for fiscal year 1996 for military activities of the Department of Defense, to prescribe military personnel strengths for fiscal year 1996, and for other purposes.",[],H.R. 1530,http://hdl.loc.gov/loc.uscongress/legislation.104hr1530,Dec 15
104,1,606 (54-44),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00606,Agreed to,"On the Conference Report: h.r.2099 conference report; A bill making appropriations for the Departments of Veterans Affairs and Housing and Urban Development, and for sundry independent agencies, boards, commissions, corporations, and offices for fiscal year ending September 30, 1996, and for other purposes.",[],H.R. 2099,http://hdl.loc.gov/loc.uscongress/legislation.104hr2099,Dec 14
104,1,605 (82-16),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00605,Passed,"On Passage of the Bill: h.r.1561 as amended; A bill to consolidate the foreign affairs agencies of the United States; to authorize appropriations for the Department of State and related agencies for fiscal years 1996 and 1997; to responsibly reduce the authorizations of appropriations for United States foreign assistance programs for fiscal years 1996 and 1997, and for other purposes.",[],H.R. 1561,http://hdl.loc.gov/loc.uscongress/legislation.104hr1561,Dec 14
104,1,604 (58-40),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00604,Agreed to,"On the Conference Report: h.r.1977 Conference Report; A bill making appropriations for the Department of the Interior and related agencies for the fiscal year ending September 30, 1996, and for other purposes.",[],H.R. 1977,http://hdl.loc.gov/loc.uscongress/legislation.104hr1977,Dec 14
104,1,603 (69-30),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00603,Passed,On the Joint Resolution: s.j.res.44; A joint resolution concerning the deployment of U.S. Armed Forces in Bosnia-Herzegovina.,[],S.J.Res. 44,http://hdl.loc.gov/loc.uscongress/legislation.104sjres44,Dec 13
104,1,602 (47-52),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00602,Rejected,On the Concurrent Resolution: S. Con. Res. 35; A concurrent resolution expressing the opposition of the Congress to President Clinton's planned deployment of United States ground forces to Bosnia.,[],S.Con.Res. 35,http://hdl.loc.gov/loc.uscongress/legislation.104sconres35,Dec 13
104,1,601 (22-77),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00601,Rejected,"On Passage of the Bill: h.r.2606; A bill to prohibit the use of funds appropriated to the Department of Defense from being used for the deployment on the ground of United States Armed Forces in the Republic of Bosnia and Herzegovina as part of any peacekeeping operation, or as part of any implementation force, unless funds for such deployment are specifically appropriated by law.",[],H.R. 2606,http://hdl.loc.gov/loc.uscongress/legislation.104hr2606,Dec 13
104,1,600 (63-36),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00600,Rejected,On the Joint Resolution: s.j.res.31 as Amended; A joint resolution proposing an amendment to the Constitution of the United States to grant Congress and the States the power to prohibit the physical desecration of the flag of the United States.,[],S.J.Res. 31,http://hdl.loc.gov/loc.uscongress/legislation.104sjres31,Dec 12
104,1,599 (28-71),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00599,Rejected,On the Amendment S.Amdt. 3097: mcconnell Amendment No. 3097; To provide for a substitute.,"[[""S.Amdt. 3097"", ""http://hdl.loc.gov/loc.uscongress/legislation.104samdt3097""]]",S.J.Res. 31,http://hdl.loc.gov/loc.uscongress/legislation.104sjres31,Dec 12
104,1,598 (90-9),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00598,Sustained,On the Decision of the Chair S.Amdt. 3095: Shall the Decision of the chair stand Re: Hollings Amend. No. 3095; To propose a balanced budget amendment to the Constitution.,"[[""S.Amdt. 3095"", ""http://hdl.loc.gov/loc.uscongress/legislation.104samdt3095""]]",S.J.Res. 31,http://hdl.loc.gov/loc.uscongress/legislation.104sjres31,Dec 12
104,1,597 (5-93),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00597,Rejected,On the Amendment S.Amdt. 3093: Biden Amendment No. 3093; Proposing an amendment to the Constitution authorizing Congress to protect the physical integrity of the flag of the United States.,"[[""S.Amdt. 3093"", ""http://hdl.loc.gov/loc.uscongress/legislation.104samdt3093""]]",S.J.Res. 31,http://hdl.loc.gov/loc.uscongress/legislation.104sjres31,Dec 12
104,1,596 (54-44),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00596,Passed,"On Passage of the Bill: H.R. 1833 Passage; A bill to amend title 18, United States Code, to ban partial-birth abortions.",[],H.R. 1833,http://hdl.loc.gov/loc.uscongress/legislation.104hr1833,Dec 07
104,1,595 (44-53),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00595,Rejected,On the Amendment S.Amdt. 3092: feinstein amdt no 3092; In the nature of a substitute.,"[[""S.Amdt. 3092"", ""http://hdl.loc.gov/loc.uscongress/legislation.104samdt3092""]]",H.R. 1833,http://hdl.loc.gov/loc.uscongress/legislation.104hr1833,Dec 07
104,1,594 (48-49),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00594,Rejected,"On the Motion to Table S.Amdt. 3088: motion to table dewine amdt no. 3088; To express the sense of the Senate that the Senate should, through the Committee on the Judiciary, conduct hearings to investigate the effect of the new patent provisions of title 35, United States Code, (as amended by the Uruguay Round Agreements Act) on the approval of generic drugs.","[[""S.Amdt. 3088"", ""http://hdl.loc.gov/loc.uscongress/legislation.104samdt3088""]]",H.R. 1833,http://hdl.loc.gov/loc.uscongress/legislation.104hr1833,Dec 07
104,1,593 (47-51),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=104&session=1&vote=00593,Rejected,On the Amendment S.Amdt. 3083: boxer amdt no. 3083; To clarify the application of certain provisions with respect to abortions where necessary to preserve the life or health of the woman.,"[[""S.Amdt. 3083"", ""http://hdl.loc.gov/loc.uscongress/legislation.104samdt3083""]]",H.R. 1833,http://hdl.loc.gov/loc.uscongress/legislation.104hr1833,Dec 07
