congress_id,session_id,vote,vote_url,result,question_description,reference_array,issue,issue_url,date
112,2,251 (89-8),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00251,Passed,"On Passage of the Bill: H.R. 8, As Amended; An act entitled the ""American Taxpayer Relief Act of 2012"".",[],H.R. 8,http://hdl.loc.gov/loc.uscongress/legislation.112hr8,Jan 01
112,2,250 (69-24),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00250,Confirmed,"On the Nomination: Confirmation Carol J. Galante, of California, to be an Assistant Seceretary of Housing and Urban Development",[],PN1064,https://www.congress.gov/nomination/112th-congress/1064,Dec 30
112,2,249 (64-26),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00249,Confirmed,"On the Nomination: Confirmation William Joseph Baer, of Maryland, to be an Assistant Attorney General",[],PN1354,https://www.congress.gov/nomination/112th-congress/1354,Dec 30
112,2,248 (62-32),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00248,Passed,"On Passage of the Bill: H.R. 1 as Amended; An act making appropriations for disaster relief for the fiscal year ending September 30, 2013, and for other purposes.",[],H.R. 1,http://hdl.loc.gov/loc.uscongress/legislation.112hr1,Dec 28
112,2,247 (41-54),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00247,Rejected,On the Amendment S.Amdt. 3391: Coats Amdt. No. 3391; In the nature of a substitute.,"[[""S.Amdt. 3391"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3391""]]",H.R. 1,http://hdl.loc.gov/loc.uscongress/legislation.112hr1,Dec 28
112,2,246 (55-40),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00246,Rejected,"On the Motion S.Amdt. 3367: Motion to Waive All Applicable Budgetary Discipline Re: Merkley Amdt. No. 3367, as Modified Further; To extend certain supplemental agriculture disaster assistance programs.","[[""S.Amdt. 3367"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3367""]]",H.R. 1,http://hdl.loc.gov/loc.uscongress/legislation.112hr1,Dec 28
112,2,245 (46-49),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00245,Rejected,On the Amendment S.Amdt. 3355: McCain Amdt. No. 3355; To strike funding for the emergency forest restoration program.,"[[""S.Amdt. 3355"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3355""]]",H.R. 1,http://hdl.loc.gov/loc.uscongress/legislation.112hr1,Dec 28
112,2,244 (3-91),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00244,Rejected,On the Amendment S.Amdt. 3410: Paul Amdt. No. 3410; To offset the cost of the bill and to put the spending on budget as regular spending and not emergency.,"[[""S.Amdt. 3410"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3410""]]",H.R. 1,http://hdl.loc.gov/loc.uscongress/legislation.112hr1,Dec 28
112,2,243 (42-52),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00243,Rejected,On the Amendment S.Amdt. 3376: Paul Amdt. No. 3376; To provide for the nonapplication of the Davis-Bacon Act in the case of projects funded under this Act.,"[[""S.Amdt. 3376"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3376""]]",H.R. 1,http://hdl.loc.gov/loc.uscongress/legislation.112hr1,Dec 28
112,2,242 (48-47),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00242,Rejected,On the Amendment S.Amdt. 3382: Coburn Amdt. No. 3382; To require merit-based and competitive awards of disaster recovery contracts.,"[[""S.Amdt. 3382"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3382""]]",H.R. 1,http://hdl.loc.gov/loc.uscongress/legislation.112hr1,Dec 28
112,2,241 (40-55),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00241,Rejected,"On the Amendment S.Amdt. 3371: Coburn Amdt. No. 3371; To ensure that Federal disaster assistance is available for the most severe disasters, and for other purposes.","[[""S.Amdt. 3371"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3371""]]",H.R. 1,http://hdl.loc.gov/loc.uscongress/legislation.112hr1,Dec 28
112,2,240 (35-60),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00240,Rejected,"On the Amendment S.Amdt. 3370: Coburn Amdt. No. 3370, Div II; To ensure funding for victims of Hurricane Sandy is not spent on tax cheats, deceased individuals, or fisheries outside of the affected area.","[[""S.Amdt. 3370"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3370""]]",H.R. 1,http://hdl.loc.gov/loc.uscongress/legislation.112hr1,Dec 28
112,2,239 (44-51),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00239,Rejected,On the Amendment S.Amdt. 3368: Coburn Amdt. No. 3368; To clarify cost-sharing requirements for certain Corps of Engineers activities.,"[[""S.Amdt. 3368"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3368""]]",H.R. 1,http://hdl.loc.gov/loc.uscongress/legislation.112hr1,Dec 28
112,2,238 (51-44),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00238,Rejected,On the Motion S.Amdt. 3350: Motion to Waive All Applicable Budgetary Discipline Re: Tester Amdt. No. 3350; To provide additional funds for wildland fire management.,"[[""S.Amdt. 3350"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3350""]]",H.R. 1,http://hdl.loc.gov/loc.uscongress/legislation.112hr1,Dec 28
112,2,237 (52-43),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00237,Rejected,On the Amendment S.Amdt. 3344: Bingaman Amdt. No. 3344; To provide for the approval of an agreement between the United States and the Republic of Palau in response to Super Typhoon Bopha.,"[[""S.Amdt. 3344"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3344""]]",H.R. 1,http://hdl.loc.gov/loc.uscongress/legislation.112hr1,Dec 28
112,2,236 (73-23),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00236,Passed,On Passage of the Bill: H.R. 5949; A bill to extend the FISA Amendments Act of 2008 for five years.,[],H.R. 5949,http://hdl.loc.gov/loc.uscongress/legislation.112hr5949,Dec 28
112,2,235 (43-52),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00235,Rejected,On the Amendment S.Amdt. 3439: Wyden Amdt. No. 3439; To require a report on the impact of the FISA Amendments Act of 2008 on the privacy of the people of the United States.,"[[""S.Amdt. 3439"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3439""]]",H.R. 5949,http://hdl.loc.gov/loc.uscongress/legislation.112hr5949,Dec 28
112,2,234 (12-79),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00234,Rejected,On the Amendment S.Amdt. 3436: Paul Amdt. No. 3436; To ensure adequate protection of the rights under the Fourth Amendment to the Constitution of the United States.,"[[""S.Amdt. 3436"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3436""]]",H.R. 5949,http://hdl.loc.gov/loc.uscongress/legislation.112hr5949,Dec 27
112,2,233 (37-54),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00233,Rejected,"On the Amendment S.Amdt. 3435: Merkley Amdt. No. 3435; To require the Attorney General to disclose each decision, order, or opinion of a Foreign Intelligence Surveillance Court that includes significant legal interpretation of section 501 or 702 of the Foreign Intelligence Surveillance Act of 1978 unless such disclosure is not in the national security interest of the United States.","[[""S.Amdt. 3435"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3435""]]",H.R. 5949,http://hdl.loc.gov/loc.uscongress/legislation.112hr5949,Dec 27
112,2,232 (38-52),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00232,Rejected,On the Amendment S.Amdt. 3437: Leahy Amdt. No. 3437; In the nature of a substitute.,"[[""S.Amdt. 3437"", ""http://hdl.loc.gov/loc.uscongress/legislation.112samdt3437""]]",H.R. 5949,http://hdl.loc.gov/loc.uscongress/legislation.112hr5949,Dec 27
