congress_id,session_id,vote,vote_url,result,question_description,reference_array,issue,issue_url,date
106,2,298 (96-1),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00298,Passed,"On the Joint Resolution: H. J. Res. 127; A joint resolution making further continuing appropriations for the fiscal year 2001, and for other purposes.",[],H.J.Res. 127,http://hdl.loc.gov/loc.uscongress/legislation.106hjres127,Dec 07
106,2,297 (70-28),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00297,Agreed to,"On the Conference Report: H.R. 2415 Conference Report; A bill to enhance security of United States missions and personnel overseas, to authorize appropriations for the Department of State for fiscal year 2000, and for other purposes.",[],H.R. 2415,http://hdl.loc.gov/loc.uscongress/legislation.106hr2415,Dec 07
106,2,296 (67-31),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00296,Agreed to,"On the Cloture Motion: Motion To Invoke Cloture On Conf. Rept. To  H.R. 2415, Upon Reconsideration; A bill to enhance security of United States missions and personnel overseas, to authorize appropriations for the Department of State for fiscal year 2000, and for other purposes.",[],H.R. 2415,http://hdl.loc.gov/loc.uscongress/legislation.106hr2415,Dec 05
106,2,295 (99-0),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00295,Passed,"On the Joint Resolution: H. J. Res. 126; A joint resolution making further continuing appropriations for the fiscal year 2001, and for other purposes.",[],H.J.Res. 126,http://hdl.loc.gov/loc.uscongress/legislation.106hjres126,Dec 05
106,2,294 (53-30),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00294,Rejected,"On the Cloture Motion: Motion To Invoke Cloture On The Conference Report To Accompany H.R. 2415; A bill to enhance security of United States missions and personnel overseas, to authorize appropriations for the Department of State for fiscal year 2000, and for other purposes.",[],H.R. 2415,http://hdl.loc.gov/loc.uscongress/legislation.106hr2415,Nov 01
106,2,293 (70-1),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00293,Passed,"On the Joint Resolution: H. J. Res. 120; A joint resolution making further continuing appropriations for the fiscal year 2001, and for other purposes.",[],H.J.Res. 120,http://hdl.loc.gov/loc.uscongress/legislation.106hjres120,Oct 30
106,2,292 (67-1),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00292,Passed,"On the Joint Resolution: H.J.RES.119; A joint resolution making further continuing appropriations for the fiscal year 2001, and for other purposes.",[],H.J.Res. 119,http://hdl.loc.gov/loc.uscongress/legislation.106hjres119,Oct 29
106,2,291 (67-2),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00291,Passed,"On the Joint Resolution: H. J. Res. 118; A joint resolution making further continuing appropriations for the fiscal year 2001, and for other purposes.",[],H.J.Res. 118,http://hdl.loc.gov/loc.uscongress/legislation.106hjres118,Oct 28
106,2,290 (86-3),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00290,Passed,"On the Joint Resolution: H.J. Res 117; A joint resolution making further continuing appropriations for the fiscal year 2001, and for other purposes.",[],H.J.Res. 117,http://hdl.loc.gov/loc.uscongress/legislation.106hjres117,Oct 27
106,2,289 (48-43),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00289,Agreed to,"On the Conference Report: Conference Report H.R. 4942; A bill making appropriations for the government of the District of Columbia and other activities chargeable in whole or in part against the revenues of said District for the fiscal year ending September 30, 2001, and for other purposes.",[],H.R. 4942,http://hdl.loc.gov/loc.uscongress/legislation.106hr4942,Oct 27
106,2,288 (87-1),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00288,Agreed to,"On the Motion to Proceed: Motion To Proceed To Consider H.R. 2415 Conference Report; A bill to enhance security of United States missions and personnel overseas, to authorize appropriations for the Department of State for fiscal year 2000, and for other purposes.",[],H.R. 2415,http://hdl.loc.gov/loc.uscongress/legislation.106hr2415,Oct 27
106,2,287 (94-1),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00287,Passed,"On Passage of the Bill: H.J. Res. 116; A joint resolution making further continuing appropriations for the fiscal year 2001, and for other purposes.",[],H.J.Res. 116,http://hdl.loc.gov/loc.uscongress/legislation.106hjres116,Oct 26
106,2,286 (55-40),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00286,Agreed to,"On the Motion to Proceed: Motion To Proceed To consider H.R. 2614 Conference Report; A bill to amend the Small Business Investment Act to make improvements to the certified development company program, and for other purposes.",[],H.R. 2614,http://hdl.loc.gov/loc.uscongress/legislation.106hr2614,Oct 26
106,2,285 (94-0),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00285,Passed,On Passage of the Bill: H.R. 782; A bill to amend the Older Americans Act of 1965 to authorize appropriations for fiscal years 2000 through 2003.,[],H.R. 782,http://hdl.loc.gov/loc.uscongress/legislation.106hr782,Oct 26
106,2,284 (25-69),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00284,Rejected,"On the Amendment S.Amdt. 4343: Gregg Amdt. No. 4343; To amend the Older Americans Act of 1965 to extend authorizations of appropriations for programs under the Act, to modernize programs and services for older individuals, and for other purposes.","[[""S.Amdt. 4343"", ""http://hdl.loc.gov/loc.uscongress/legislation.106samdt4343""]]",H.R. 782,http://hdl.loc.gov/loc.uscongress/legislation.106hr782,Oct 26
