congress_id,session_id,vote,vote_url,result,question_description,reference_issue,reference_issue_url,issue,issue_url,date
112,2,230 (91-1),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00230,Agreed to,On the Cloture Motion S.Amdt. 3395: Motion to Invoke Cloture on the Reid Amdt. No. 3395; In the nature of a substitute.,S.Amdt. 3395,http://hdl.loc.gov/loc.uscongress/legislation.112samdt3395,H.R. 1,http://hdl.loc.gov/loc.uscongress/legislation.112hr1,Dec 21
112,2,229 (81-14),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00229,Agreed to,"On the Conference Report: Conference Report to Accompany H. R. 4310; To authorize appropriations for fiscal year 2013 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.","",,H.R. 4310,http://hdl.loc.gov/loc.uscongress/legislation.112hr4310,Dec 21
112,2,225 (76-20),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00225,Agreed to,"On Cloture on the Motion to Proceed: Motion to Invoke Cloture on the Motion to Proceed to S. 3637; A bill to temporarily extend the transaction account guarantee program, and for other purposes.","",,S. 3637,http://hdl.loc.gov/loc.uscongress/legislation.112s3637,Dec 11
112,2,220 (92-6),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00220,Agreed to,"On the Amendment S.Amdt. 3262: McCain Amdt. No. 3262, As Modified; To require a report on military activities to deny or significantly degrade the use of air power against civilian and opposition groups in Syria.",S.Amdt. 3262,http://hdl.loc.gov/loc.uscongress/legislation.112samdt3262,S. 3254,http://hdl.loc.gov/loc.uscongress/legislation.112s3254,Dec 04
112,2,218 (93-0),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00218,Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on S.3254; An original bill to authorize appropriations for fiscal year 2013 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.","",,S. 3254,http://hdl.loc.gov/loc.uscongress/legislation.112s3254,Dec 03
112,2,215 (94-0),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00215,Agreed to,On the Amendment S.Amdt. 3232: Menendez Amdt. No. 3232; To enhance sanctions imposed with respect to Iran.,S.Amdt. 3232,http://hdl.loc.gov/loc.uscongress/legislation.112samdt3232,S. 3254,http://hdl.loc.gov/loc.uscongress/legislation.112s3254,Nov 30
112,2,213 (67-29),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00213,Agreed to,"On the Amendment S.Amdt. 3018: Feinstein Amdt. No. 3018; To clarify that an authorization to use military force, a declaration of war, or any similar authority shall not authorize the detention without charge or trial of a citizen or lawful permanent resident of the United States.",S.Amdt. 3018,http://hdl.loc.gov/loc.uscongress/legislation.112samdt3018,S. 3254,http://hdl.loc.gov/loc.uscongress/legislation.112s3254,Nov 29
112,2,212 (54-41),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00212,Agreed to,"On the Amendment S.Amdt. 3245: Ayotte Amdt. No. 3245; To prohibit the use of funds for the transfer or release of certain individuals from United States Naval Station, Guantanamo Bay, Cuba.",S.Amdt. 3245,http://hdl.loc.gov/loc.uscongress/legislation.112samdt3245,S. 3254,http://hdl.loc.gov/loc.uscongress/legislation.112s3254,Nov 29
112,2,211 (66-29),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00211,Agreed to,On the Amendment S.Amdt. 3058: Gillibrand Amdt. No. 3058 as Modified; To provide for certain treatment of autism under the TRICARE program.,S.Amdt. 3058,http://hdl.loc.gov/loc.uscongress/legislation.112samdt3058,S. 3254,http://hdl.loc.gov/loc.uscongress/legislation.112s3254,Nov 29
112,2,210 (62-33),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00210,Agreed to,On the Amendment S.Amdt. 3096: Merkley Amdt. No. 3096 as Modified; To express the sense of Congress on the accelerated transition of United States combat and military and security operations to the Government of Afghanistan.,S.Amdt. 3096,http://hdl.loc.gov/loc.uscongress/legislation.112samdt3096,S. 3254,http://hdl.loc.gov/loc.uscongress/legislation.112s3254,Nov 29
112,2,209 (54-41),http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=112&session=2&vote=00209,Agreed to,On the Amendment S.Amdt. 3095: Hagan Amdt. No. 3095; To strike the prohibition on biofuel refinery construction.,S.Amdt. 3095,http://hdl.loc.gov/loc.uscongress/legislation.112samdt3095,S. 3254,http://hdl.loc.gov/loc.uscongress/legislation.112s3254,Nov 29
